Team,Year,Sport,Gold_Count,Silver_Count,Bronze_Count
Portugal,1996,Swimming,0,0,0
Portugal,1996,Tennis,0,0,0
Portugal,1996,Weightlifting,0,0,0
Portugal,1996,Wrestling,0,0,0
Portugal,2000,Archery,0,0,0
Portugal,2000,Athletics,0,0,1
Portugal,2000,Badminton,0,0,0
Portugal,2000,Beach Volleyball,0,0,0
Portugal,2000,Canoeing,0,0,0
Portugal,2000,Cycling,0,0,0
Portugal,2000,Equestrianism,0,0,0
Portugal,2000,Fencing,0,0,0
Portugal,2000,Judo,0,0,1
Portugal,2000,Sailing,0,0,0
Portugal,2000,Shooting,0,0,0
Portugal,2000,Swimming,0,0,0
Portugal,2000,Tennis,0,0,0
Portugal,2004,Athletics,0,1,1
Portugal,2004,Badminton,0,0,0
Portugal,2004,Beach Volleyball,0,0,0
Portugal,2004,Canoeing,0,0,0
Portugal,2004,Cycling,0,1,0
Portugal,2004,Equestrianism,0,0,0
Portugal,2004,Fencing,0,0,0
Portugal,2004,Football,0,0,0
Portugal,2004,Gymnastics,0,0,0
Portugal,2004,Judo,0,0,0
Portugal,2004,Sailing,0,0,0
Portugal,2004,Shooting,0,0,0
Portugal,2004,Swimming,0,0,0
Portugal,2004,Trampolining,0,0,0
Portugal,2004,Triathlon,0,0,0
Portugal,2004,Wrestling,0,0,0
Portugal,2008,Archery,0,0,0
Portugal,2008,Athletics,1,0,0
Portugal,2008,Badminton,0,0,0
Portugal,2008,Canoeing,0,0,0
Portugal,2008,Cycling,0,0,0
Portugal,2008,Equestrianism,0,0,0
Portugal,2008,Fencing,0,0,0
Portugal,2008,Judo,0,0,0
Portugal,2008,Rowing,0,0,0
Portugal,2008,Sailing,0,0,0
Portugal,2008,Shooting,0,0,0
Portugal,2008,Swimming,0,0,0
Portugal,2008,Table Tennis,0,0,0
Portugal,2008,Taekwondo,0,0,0
Portugal,2008,Trampolining,0,0,0
Portugal,2008,Triathlon,0,1,0
Portugal,2012,Athletics,0,0,0
Portugal,2012,Badminton,0,0,0
Portugal,2012,Canoeing,0,2,0
Portugal,2012,Cycling,0,0,0
Portugal,2012,Equestrianism,0,0,0
Portugal,2012,Gymnastics,0,0,0
Portugal,2012,Judo,0,0,0
Portugal,2012,Rowing,0,0,0
Portugal,2012,Sailing,0,0,0
Portugal,2012,Shooting,0,0,0
Portugal,2012,Swimming,0,0,0
Portugal,2012,Table Tennis,0,0,0
Portugal,2012,Trampolining,0,0,0
Portugal,2012,Triathlon,0,0,0
Portugal,2016,Athletics,0,0,0
Portugal,2016,Badminton,0,0,0
Portugal,2016,Canoeing,0,0,0
Portugal,2016,Cycling,0,0,0
Portugal,2016,Equestrianism,0,0,0
Portugal,2016,Football,0,0,0
Portugal,2016,Golf,0,0,0
Portugal,2016,Gymnastics,0,0,0
Portugal,2016,Judo,0,0,1
Portugal,2016,Sailing,0,0,0
Portugal,2016,Shooting,0,0,0
Portugal,2016,Swimming,0,0,0
Portugal,2016,Table Tennis,0,0,0
Portugal,2016,Taekwondo,0,0,0
Portugal,2016,Tennis,0,0,0
Portugal,2016,Trampolining,0,0,0
Portugal,2016,Triathlon,0,0,0
Portugal,2020,Artistic Gymnastics,0,0,0
Portugal,2020,Athletics,1,1,0
Portugal,2020,Canoe Slalom,0,0,0
Portugal,2020,Canoe Sprint,0,0,1
Portugal,2020,Cycling Mountain Bike,0,0,0
Portugal,2020,Cycling Road,0,0,0
Portugal,2020,Cycling Track,0,0,0
Portugal,2020,Equestrian,0,0,0
Portugal,2020,Handball,0,0,0
Portugal,2020,Judo,0,0,1
Portugal,2020,Marathon Swimming,0,0,0
Portugal,2020,Rowing,0,0,0
Portugal,2020,Sailing,0,0,0
Portugal,2020,Shooting,0,0,0
Portugal,2020,Skateboarding,0,0,0
Portugal,2020,Surfing,0,0,0
Portugal,2020,Swimming,0,0,0
Portugal,2020,Table Tennis,0,0,0
Portugal,2020,Taekwondo,0,0,0
Portugal,2020,Tennis,0,0,0
Portugal,2020,Trampoline Gymnastics,0,0,0
Portugal,2020,Triathlon,0,0,0
Portugal,2024,Artistic Gymnastics,0,0,0
Portugal,2024,Athletics,0,1,0
Portugal,2024,Breaking,0,0,0
Portugal,2024,Canoe Sprint,0,0,0
Portugal,2024,Cycling Mountain Bike,0,0,0
Portugal,2024,Cycling Road,0,0,0
Portugal,2024,Cycling Track,2,1,0
Portugal,2024,Equestrian,0,0,0
Portugal,2024,Judo,0,0,1
Portugal,2024,Marathon Swimming,0,0,0
Portugal,2024,Sailing,0,0,0
Portugal,2024,Shooting,0,0,0
Portugal,2024,Skateboarding,0,0,0
Portugal,2024,Surfing,0,0,0
Portugal,2024,Swimming,0,0,0
Portugal,2024,Table Tennis,0,0,0
Portugal,2024,Tennis,0,0,0
Portugal,2024,Trampoline Gymnastics,0,0,0
Portugal,2024,Triathlon,0,0,0
Posillipo III,1960,Sailing,0,0,0
Potomac Archers,1904,Archery,4,0,0
Potsdam,1936,Sailing,0,0,1
Pousse-Moi Pas VII,1964,Sailing,0,0,0
Primorka,1952,Sailing,0,0,0
Proteus II,1964,Sailing,0,0,0
Puerto Rico,1948,Athletics,0,0,0
Puerto Rico,1948,Boxing,0,0,1
Puerto Rico,1948,Shooting,0,0,0
Puerto Rico,1952,Athletics,0,0,0
Puerto Rico,1952,Boxing,0,0,0
Puerto Rico,1952,Shooting,0,0,0
Puerto Rico,1952,Weightlifting,0,0,0
Puerto Rico,1956,Athletics,0,0,0
Puerto Rico,1956,Shooting,0,0,0
Puerto Rico,1960,Athletics,0,0,0
Puerto Rico,1960,Basketball,0,0,0
Puerto Rico,1960,Fencing,0,0,0
Puerto Rico,1960,Shooting,0,0,0
Puerto Rico,1960,Swimming,0,0,0
Puerto Rico,1960,Weightlifting,0,0,0
Puerto Rico,1964,Athletics,0,0,0
Puerto Rico,1964,Basketball,0,0,0
Puerto Rico,1964,Boxing,0,0,0
Puerto Rico,1964,Diving,0,0,0
Puerto Rico,1964,Sailing,0,0,0
Puerto Rico,1964,Shooting,0,0,0
Puerto Rico,1964,Swimming,0,0,0
Puerto Rico,1964,Weightlifting,0,0,0
Puerto Rico,1968,Athletics,0,0,0
Puerto Rico,1968,Basketball,0,0,0
Puerto Rico,1968,Boxing,0,0,0
Puerto Rico,1968,Cycling,0,0,0
Puerto Rico,1968,Diving,0,0,0
Puerto Rico,1968,Fencing,0,0,0
Puerto Rico,1968,Sailing,0,0,0
Puerto Rico,1968,Shooting,0,0,0
Puerto Rico,1968,Swimming,0,0,0
Puerto Rico,1968,Weightlifting,0,0,0
Puerto Rico,1972,Archery,0,0,0
Puerto Rico,1972,Athletics,0,0,0
Puerto Rico,1972,Basketball,0,0,0
Puerto Rico,1972,Boxing,0,0,0
Puerto Rico,1972,Diving,0,0,0
Puerto Rico,1972,Fencing,0,0,0
Puerto Rico,1972,Judo,0,0,0
Puerto Rico,1972,Sailing,0,0,0
Puerto Rico,1972,Shooting,0,0,0
Puerto Rico,1972,Weightlifting,0,0,0
Puerto Rico,1976,Archery,0,0,0
Puerto Rico,1976,Athletics,0,0,0
Puerto Rico,1976,Basketball,0,0,0
Puerto Rico,1976,Boxing,0,0,1
Puerto Rico,1976,Equestrianism,0,0,0
Puerto Rico,1976,Fencing,0,0,0
Puerto Rico,1976,Judo,0,0,0
Puerto Rico,1976,Sailing,0,0,0
Puerto Rico,1976,Shooting,0,0,0
Puerto Rico,1976,Swimming,0,0,0
Puerto Rico,1976,Weightlifting,0,0,0
Puerto Rico,1976,Wrestling,0,0,0
Puerto Rico,1980,Boxing,0,0,0
Puerto Rico,1984,Archery,0,0,0
Puerto Rico,1984,Athletics,0,0,0
Puerto Rico,1984,Boxing,0,1,1
Puerto Rico,1984,Cycling,0,0,0
Puerto Rico,1984,Equestrianism,0,0,0
Puerto Rico,1984,Fencing,0,0,0
Puerto Rico,1984,Judo,0,0,0
Puerto Rico,1984,Rowing,0,0,0
Puerto Rico,1984,Sailing,0,0,0
Puerto Rico,1984,Shooting,0,0,0
Puerto Rico,1984,Swimming,0,0,0
Puerto Rico,1984,Weightlifting,0,0,0
Puerto Rico,1984,Wrestling,0,0,0
Puerto Rico,1988,Archery,0,0,0
Puerto Rico,1988,Athletics,0,0,0
Puerto Rico,1988,Basketball,0,0,0
Puerto Rico,1988,Boxing,0,0,0
Puerto Rico,1988,Equestrianism,0,0,0
Puerto Rico,1988,Judo,0,0,0
Puerto Rico,1988,Rowing,0,0,0
Puerto Rico,1988,Sailing,0,0,0
Puerto Rico,1988,Shooting,0,0,0
Puerto Rico,1988,Swimming,0,0,0
Puerto Rico,1988,Weightlifting,0,0,0
Puerto Rico,1988,Wrestling,0,0,0
Puerto Rico,1992,Athletics,0,0,0
Puerto Rico,1992,Baseball,0,0,0
Puerto Rico,1992,Basketball,0,0,0
Puerto Rico,1992,Boxing,0,0,1
Puerto Rico,1992,Gymnastics,0,0,0
Puerto Rico,1992,Judo,0,0,0
Puerto Rico,1992,Sailing,0,0,0
Puerto Rico,1992,Shooting,0,0,0
Puerto Rico,1992,Swimming,0,0,0
Puerto Rico,1992,Tennis,0,0,0
Puerto Rico,1992,Weightlifting,0,0,0
Puerto Rico,1992,Wrestling,0,0,0
Puerto Rico,1996,Archery,0,0,0
Puerto Rico,1996,Athletics,0,0,0
Puerto Rico,1996,Basketball,0,0,0
Puerto Rico,1996,Boxing,0,0,1
Puerto Rico,1996,Cycling,0,0,0
Puerto Rico,1996,Diving,0,0,0
Puerto Rico,1996,Equestrianism,0,0,0
Puerto Rico,1996,Fencing,0,0,0
Puerto Rico,1996,Gymnastics,0,0,0
Puerto Rico,1996,Judo,0,0,0
Puerto Rico,1996,Sailing,0,0,0
Puerto Rico,1996,Shooting,0,0,0
Puerto Rico,1996,Softball,0,0,0
Puerto Rico,1996,Swimming,0,0,0
Puerto Rico,1996,Weightlifting,0,0,0
Puerto Rico,1996,Wrestling,0,0,0
Puerto Rico,2000,Athletics,0,0,0
Puerto Rico,2000,Boxing,0,0,0
Puerto Rico,2000,Diving,0,0,0
Puerto Rico,2000,Fencing,0,0,0
Puerto Rico,2000,Gymnastics,0,0,0
Puerto Rico,2000,Judo,0,0,0
Puerto Rico,2000,Sailing,0,0,0
Puerto Rico,2000,Shooting,0,0,0
Puerto Rico,2000,Swimming,0,0,0
Puerto Rico,2000,Weightlifting,0,0,0
Puerto Rico,2004,Athletics,0,0,0
Puerto Rico,2004,Basketball,0,0,0
Puerto Rico,2004,Beach Volleyball,0,0,0
Puerto Rico,2004,Boxing,0,0,0
Puerto Rico,2004,Diving,0,0,0
Puerto Rico,2004,Equestrianism,0,0,0
Puerto Rico,2004,Gymnastics,0,0,0
Puerto Rico,2004,Judo,0,0,0
Puerto Rico,2004,Sailing,0,0,0
Puerto Rico,2004,Shooting,0,0,0
Puerto Rico,2004,Swimming,0,0,0
Puerto Rico,2004,Synchronized Swimming,0,0,0
Puerto Rico,2004,Taekwondo,0,0,0
Puerto Rico,2004,Tennis,0,0,0
Puerto Rico,2004,Wrestling,0,0,0
Puerto Rico,2008,Athletics,0,0,0
Puerto Rico,2008,Boxing,0,0,0
Puerto Rico,2008,Gymnastics,0,0,0
Puerto Rico,2008,Judo,0,0,0
Puerto Rico,2008,Shooting,0,0,0
Puerto Rico,2008,Swimming,0,0,0
Puerto Rico,2008,Taekwondo,0,0,0
Puerto Rico,2008,Weightlifting,0,0,0
Puerto Rico,2012,Athletics,0,0,1
Puerto Rico,2012,Boxing,0,0,0
Puerto Rico,2012,Gymnastics,0,0,0
Puerto Rico,2012,Judo,0,0,0
Puerto Rico,2012,Shooting,0,0,0
Puerto Rico,2012,Swimming,0,0,0
Puerto Rico,2012,Weightlifting,0,0,0
Puerto Rico,2012,Wrestling,0,1,0
Puerto Rico,2016,Athletics,0,0,0
Puerto Rico,2016,Boxing,0,0,0
Puerto Rico,2016,Cycling,0,0,0
Puerto Rico,2016,Diving,0,0,0
Puerto Rico,2016,Equestrianism,0,0,0
Puerto Rico,2016,Judo,0,0,0
Puerto Rico,2016,Shooting,0,0,0
Puerto Rico,2016,Swimming,0,0,0
Puerto Rico,2016,Table Tennis,0,0,0
Puerto Rico,2016,Taekwondo,0,0,0
Puerto Rico,2016,Tennis,1,0,0
Puerto Rico,2016,Triathlon,0,0,0
Puerto Rico,2016,Volleyball,0,0,0
Puerto Rico,2016,Weightlifting,0,0,0
Puerto Rico,2016,Wrestling,0,0,0
Puerto Rico,2020,Athletics,1,0,0
Puerto Rico,2020,Basketball,0,0,0
Puerto Rico,2020,Boxing,0,0,0
Puerto Rico,2020,Diving,0,0,0
Puerto Rico,2020,Equestrian,0,0,0
Puerto Rico,2020,Golf,0,0,0
Puerto Rico,2020,Judo,0,0,0
Puerto Rico,2020,Rowing,0,0,0
Puerto Rico,2020,Sailing,0,0,0
Puerto Rico,2020,Shooting,0,0,0
Puerto Rico,2020,Skateboarding,0,0,0
Puerto Rico,2020,Swimming,0,0,0
Puerto Rico,2020,Table Tennis,0,0,0
Puerto Rico,2020,Taekwondo,0,0,0
Puerto Rico,2020,Wrestling,0,0,0
Puerto Rico,2024,Archery,0,0,0
Puerto Rico,2024,Athletics,0,0,1
Puerto Rico,2024,Basketball,0,0,0
Puerto Rico,2024,Boxing,0,0,0
Puerto Rico,2024,Diving,0,0,0
Puerto Rico,2024,Golf,0,0,0
Puerto Rico,2024,Judo,0,0,0
Puerto Rico,2024,Sailing,0,0,0
Puerto Rico,2024,Shooting,0,0,0
Puerto Rico,2024,Skateboarding,0,0,0
Puerto Rico,2024,Swimming,0,0,0
Puerto Rico,2024,Table Tennis,0,0,0
Puerto Rico,2024,Wrestling,0,0,1
Pupilles de Neptune de Lille #1-3,1900,Water Polo,0,0,0
Pupilles de Neptune de Lille #2-1,1900,Water Polo,0,0,8
Pupilles de Neptune de Lille-1,1900,Swimming,0,0,4
Qatar,1984,Athletics,0,0,0
Qatar,1984,Football,0,0,0
Qatar,1984,Shooting,0,0,0
Qatar,1988,Athletics,0,0,0
Qatar,1988,Sailing,0,0,0
Qatar,1988,Shooting,0,0,0
Qatar,1992,Athletics,0,0,1
Qatar,1992,Football,0,0,0
Qatar,1996,Athletics,0,0,0
Qatar,1996,Sailing,0,0,0
Qatar,1996,Shooting,0,0,0
Qatar,1996,Table Tennis,0,0,0
Qatar,2000,Athletics,0,0,0
Qatar,2000,Shooting,0,0,0
Qatar,2000,Swimming,0,0,0
Qatar,2000,Table Tennis,0,0,0
Qatar,2000,Weightlifting,0,0,1
Qatar,2004,Athletics,0,0,0
Qatar,2004,Shooting,0,0,0
Qatar,2004,Swimming,0,0,0
Qatar,2004,Weightlifting,0,0,0
Qatar,2008,Archery,0,0,0
Qatar,2008,Athletics,0,0,0
Qatar,2008,Fencing,0,0,0
Qatar,2008,Shooting,0,0,0
Qatar,2008,Swimming,0,0,0
Qatar,2008,Taekwondo,0,0,0
Qatar,2012,Athletics,0,0,1
Qatar,2012,Shooting,0,0,1
Qatar,2012,Swimming,0,0,0
Qatar,2012,Table Tennis,0,0,0
Qatar,2016,Athletics,0,1,0
Qatar,2016,Beach Volleyball,0,0,0
Qatar,2016,Boxing,0,0,0
Qatar,2016,Equestrianism,0,0,0
Qatar,2016,Handball,0,0,0
Qatar,2016,Judo,0,0,0
Qatar,2016,Shooting,0,0,0
Qatar,2016,Swimming,0,0,0
Qatar,2016,Table Tennis,0,0,0
Qatar,2016,Weightlifting,0,0,0
Qatar,2020,Athletics,1,0,0
Qatar,2020,Beach Volleyball,0,0,2
Qatar,2020,Judo,0,0,0
Qatar,2020,Rowing,0,0,0
Qatar,2020,Shooting,0,0,0
Qatar,2020,Swimming,0,0,0
Qatar,2020,Weightlifting,1,0,0
Qatar,2024,Athletics,0,0,1
Qatar,2024,Beach Volleyball,0,0,0
Qatar,2024,Shooting,0,0,0
Qatar,2024,Swimming,0,0,0
Qatar,2024,Weightlifting,0,0,0
Qu'Importe,1936,Sailing,0,0,0
Quand-Mme-2,1900,Sailing,0,9,0
Quand-Mme-33,1900,Sailing,0,0,0
Quando Quando,2008,Equestrianism,0,0,0
Quicksilver-2,1908,Motorboating,0,0,0
"R.-V. Germania, Leitmeritz",1912,Rowing,0,0,0
Racing Club de France,1900,Athletics,0,5,0
Racing Club de France,1900,Tug-Of-War,0,6,0
Raili,1948,Sailing,0,0,0
Ral-Club Barcelona,1900,Rowing,0,0,0
Ralia,1952,Sailing,0,0,5
Rambo,2008,Equestrianism,0,0,0
Rampage,1964,Sailing,0,0,0
Ravel,2008,Equestrianism,0,0,0
Ravenswood Boat Club-2,1904,Rowing,0,2,0
Red Dragon,1956,Sailing,0,0,0
Red Indian,1948,Sailing,0,0,0
Refugee Olympic Athletes,2016,Athletics,0,0,0
Refugee Olympic Athletes,2016,Judo,0,0,0
Refugee Olympic Athletes,2016,Swimming,0,0,0
Refugee Olympic Team,2020,Athletics,0,0,0
Refugee Olympic Team,2020,Badminton,0,0,0
Refugee Olympic Team,2020,Boxing,0,0,0
Refugee Olympic Team,2020,Canoe Sprint,0,0,0
Refugee Olympic Team,2020,Cycling Road,0,0,0
Refugee Olympic Team,2020,Judo,0,0,0
Refugee Olympic Team,2020,Karate,0,0,0
Refugee Olympic Team,2020,Shooting,0,0,0
Refugee Olympic Team,2020,Swimming,0,0,0
Refugee Olympic Team,2020,Taekwondo,0,0,0
Refugee Olympic Team,2020,Weightlifting,0,0,0
Refugee Olympic Team,2020,Wrestling,0,0,0
Relampago,2008,Equestrianism,0,0,0
Republic of Moldova,2024,Archery,0,0,0
Republic of Moldova,2024,Athletics,0,0,0
Republic of Moldova,2024,Canoe Sprint,0,0,1
Republic of Moldova,2024,Equestrian,0,0,0
Republic of Moldova,2024,Judo,0,0,2
Republic of Moldova,2024,Shooting,0,0,0
Republic of Moldova,2024,Swimming,0,0,0
Republic of Moldova,2024,Table Tennis,0,0,0
Republic of Moldova,2024,Weightlifting,0,0,0
Republic of Moldova,2024,Wrestling,0,1,0
Republic of the Congo,2020,Athletics,0,0,0
Republic of the Congo,2020,Swimming,0,0,0
Rhodesia,1960,Athletics,0,0,0
Rhodesia,1960,Boxing,0,0,0
Rhodesia,1960,Diving,0,0,0
Rhodesia,1960,Shooting,0,0,0
Rhythm,1948,Sailing,0,0,0
Riccar,1964,Sailing,0,0,0
Rififi,1960,Sailing,0,0,0
Rika II,1956,Sailing,0,0,0
Roddklubben af 1912-1,1912,Rowing,0,5,0
Roddklubben af 1912-2,1912,Rowing,0,0,0
Roehampton-1,1908,Polo,4,0,0
Roklubb Kbnhavn-2,1912,Rowing,0,0,0
Roma,1906,Gymnastics,0,0,0
Romania,1900,Shooting,0,0,0
Romania,1924,Football,0,0,0
Romania,1924,Rugby,0,0,16
Romania,1924,Shooting,0,0,0
Romania,1924,Tennis,0,0,0
Romania,1928,Athletics,0,0,0
Romania,1928,Fencing,0,0,0
Romania,1932,Art Competitions,0,0,0
Romania,1936,Art Competitions,0,0,0
Romania,1936,Athletics,0,0,0
Romania,1936,Boxing,0,0,0
Romania,1936,Equestrianism,0,1,0
Romania,1936,Fencing,0,0,0
Romania,1936,Gymnastics,0,0,0
Romania,1936,Handball,0,0,0
Romania,1936,Shooting,0,0,0
Romania,1936,Wrestling,0,0,0
Romania,1952,Athletics,0,0,0
Romania,1952,Basketball,0,0,0
Romania,1952,Boxing,0,1,1
Romania,1952,Canoeing,0,0,0
Romania,1952,Cycling,0,0,0
Romania,1952,Equestrianism,0,0,0
Romania,1952,Fencing,0,0,0
Romania,1952,Football,0,0,0
Romania,1952,Gymnastics,0,0,0
Romania,1952,Rowing,0,0,0
Romania,1952,Shooting,1,0,1
Romania,1952,Swimming,0,0,0
Romania,1952,Water Polo,0,0,0
Romania,1952,Weightlifting,0,0,0
Romania,1952,Wrestling,0,0,0
Romania,1956,Athletics,0,0,0
Romania,1956,Boxing,1,2,1
Romania,1956,Canoeing,4,0,0
Romania,1956,Equestrianism,0,0,0
Romania,1956,Fencing,0,1,0
Romania,1956,Gymnastics,0,0,7
Romania,1956,Modern Pentathlon,0,0,0
Romania,1956,Shooting,1,0,1
Romania,1956,Swimming,0,0,0
Romania,1956,Water Polo,0,0,0
Romania,1956,Wrestling,0,0,1
Romania,1960,Athletics,1,0,1
Romania,1960,Boxing,0,0,1
Romania,1960,Canoeing,0,0,1
Romania,1960,Cycling,0,0,0
Romania,1960,Equestrianism,0,0,0
Romania,1960,Fencing,0,0,1
Romania,1960,Gymnastics,0,0,6
Romania,1960,Rowing,0,0,0
Romania,1960,Shooting,1,0,0
Romania,1960,Swimming,0,0,0
Romania,1960,Water Polo,0,0,0
Romania,1960,Weightlifting,0,0,0
Romania,1960,Wrestling,1,1,1
Romania,1964,Athletics,2,0,1
Romania,1964,Boxing,0,0,0
Romania,1964,Canoeing,0,2,7
Romania,1964,Cycling,0,0,0
Romania,1964,Fencing,0,0,0
Romania,1964,Football,0,0,0
Romania,1964,Gymnastics,0,0,0
Romania,1964,Rowing,0,0,0
Romania,1964,Shooting,0,1,0
Romania,1964,Volleyball,0,0,0
Romania,1964,Water Polo,0,0,0
Romania,1964,Weightlifting,0,0,0
Romania,1964,Wrestling,0,1,2
Romania,1968,Athletics,2,2,0
Romania,1968,Boxing,0,1,1
Romania,1968,Canoeing,2,4,1
Romania,1968,Cycling,0,0,0
Romania,1968,Fencing,1,0,5
Romania,1968,Rowing,0,0,0
Romania,1968,Shooting,0,1,0
Romania,1968,Swimming,0,0,0
Romania,1968,Wrestling,0,1,2
Romania,1972,Athletics,0,2,0
Romania,1972,Boxing,0,1,0
Romania,1972,Canoeing,1,6,2
Romania,1972,Cycling,0,0,0
Romania,1972,Diving,0,0,0
Romania,1972,Fencing,0,0,4
Romania,1972,Gymnastics,0,0,0
Romania,1972,Handball,0,0,15
Romania,1972,Modern Pentathlon,0,0,0
Romania,1972,Rowing,0,0,3
Romania,1972,Shooting,0,1,1
Romania,1972,Swimming,0,0,0
Romania,1972,Volleyball,0,0,0
Romania,1972,Water Polo,0,0,0
Romania,1972,Weightlifting,0,0,0
Romania,1972,Wrestling,2,0,2
Romania,1976,Athletics,0,0,1
Romania,1976,Boxing,0,2,3
Romania,1976,Canoeing,1,2,3
Romania,1976,Fencing,0,0,5
Romania,1976,Gymnastics,3,7,3
Romania,1976,Handball,0,14,0
Romania,1976,Rowing,0,0,5
Romania,1976,Shooting,0,0,0
Romania,1976,Water Polo,0,0,0
Romania,1976,Weightlifting,0,0,0
Romania,1976,Wrestling,0,3,3
Romania,1980,Archery,0,0,0
Romania,1980,Athletics,0,0,0
Romania,1980,Boxing,0,0,2
Romania,1980,Canoeing,2,6,2
Romania,1980,Cycling,0,0,0
Romania,1980,Diving,0,0,0
Romania,1980,Equestrianism,0,0,3
Romania,1980,Fencing,0,0,0
Romania,1980,Gymnastics,2,8,2
Romania,1980,Handball,0,0,14
Romania,1980,Judo,0,0,0
Romania,1980,Modern Pentathlon,0,0,0
Romania,1980,Rowing,1,0,11
Romania,1980,Sailing,0,0,0
Romania,1980,Shooting,1,0,0
Romania,1980,Swimming,0,0,0
Romania,1980,Volleyball,0,0,10
Romania,1980,Water Polo,0,0,0
Romania,1980,Weightlifting,0,0,0
Romania,1980,Wrestling,1,1,2
Romania,1984,Athletics,3,3,4
Romania,1984,Boxing,0,0,1
Romania,1984,Canoeing,6,2,1
Romania,1984,Fencing,0,5,5
Romania,1984,Gymnastics,10,1,2
Romania,1984,Handball,0,0,15
Romania,1984,Judo,0,0,2
Romania,1984,Rhythmic Gymnastics,0,1,0
Romania,1984,Rowing,17,12,0
Romania,1984,Shooting,0,1,0
Romania,1984,Swimming,0,0,1
Romania,1984,Weightlifting,2,5,1
Romania,1984,Wrestling,2,1,3
Romania,1988,Athletics,1,1,0
Romania,1988,Boxing,0,1,0
Romania,1988,Canoeing,0,0,0
Romania,1988,Fencing,0,0,0
Romania,1988,Gymnastics,3,8,3
Romania,1988,Rowing,2,22,12
Romania,1988,Shooting,1,0,0
Romania,1988,Swimming,0,1,1
Romania,1988,Weightlifting,0,1,0
Romania,1988,Wrestling,1,0,0
Romania,1992,Athletics,0,1,0
Romania,1992,Badminton,0,0,0
Romania,1992,Boxing,0,0,1
Romania,1992,Canoeing,0,0,0
Romania,1992,Diving,0,0,0
Romania,1992,Fencing,0,0,5
Romania,1992,Gymnastics,2,6,2
Romania,1992,Handball,0,0,0
Romania,1992,Judo,0,0,0
Romania,1992,Modern Pentathlon,0,0,0
Romania,1992,Rhythmic Gymnastics,0,0,0
Romania,1992,Rowing,6,24,3
Romania,1992,Shooting,0,0,1
Romania,1992,Swimming,0,0,0
Romania,1992,Table Tennis,0,0,0
Romania,1992,Tennis,0,0,0
Romania,1992,Weightlifting,0,0,1
Romania,1992,Wrestling,0,0,1
Romania,1996,Athletics,0,1,0
Romania,1996,Boxing,0,0,2
Romania,1996,Canoeing,0,2,2
Romania,1996,Diving,0,0,0
Romania,1996,Fencing,1,3,0
Romania,1996,Gymnastics,1,4,10
Romania,1996,Judo,0,0,0
Romania,1996,Modern Pentathlon,0,0,0
Romania,1996,Rhythmic Gymnastics,0,0,0
Romania,1996,Rowing,11,0,0
Romania,1996,Sailing,0,0,0
Romania,1996,Shooting,0,0,0
Romania,1996,Swimming,0,0,0
Romania,1996,Table Tennis,0,0,0
Romania,1996,Tennis,0,0,0
Romania,1996,Water Polo,0,0,0
Romania,1996,Weightlifting,0,0,1
Romania,1996,Wrestling,0,0,0
Romania,2000,Athletics,1,2,2
Romania,2000,Boxing,0,1,1
Romania,2000,Canoeing,2,0,6
Romania,2000,Diving,0,0,0
Romania,2000,Fencing,1,0,0
Romania,2000,Gymnastics,8,2,1
Romania,2000,Handball,0,0,0
Romania,2000,Judo,0,0,1
Romania,2000,Modern Pentathlon,0,0,0
Romania,2000,Rowing,13,0,0
Romania,2000,Shooting,0,0,1
Romania,2000,Swimming,2,1,1
Romania,2000,Table Tennis,0,0,0
Romania,2000,Tennis,0,0,0
Romania,2000,Weightlifting,0,0,0
Romania,2000,Wrestling,0,0,0
Romania,2004,Athletics,0,2,1
Romania,2004,Boxing,0,0,1
Romania,2004,Canoeing,0,0,0
Romania,2004,Cycling,0,0,0
Romania,2004,Diving,0,0,0
Romania,2004,Equestrianism,0,0,0
Romania,2004,Fencing,0,0,0
Romania,2004,Gymnastics,9,3,8
Romania,2004,Judo,0,0,0
Romania,2004,Rowing,13,0,0
Romania,2004,Shooting,0,0,0
Romania,2004,Swimming,1,0,1
Romania,2004,Table Tennis,0,0,0
Romania,2004,Tennis,0,0,0
Romania,2004,Weightlifting,0,0,0
Romania,2004,Wrestling,0,0,0
Romania,2008,Archery,0,0,0
Romania,2008,Athletics,1,0,0
Romania,2008,Boxing,0,0,0
Romania,2008,Canoeing,0,0,0
Romania,2008,Diving,0,0,0
Romania,2008,Fencing,0,1,1
Romania,2008,Gymnastics,1,0,6
Romania,2008,Handball,0,0,0
Romania,2008,Judo,1,0,0
Romania,2008,Rowing,2,0,9
Romania,2008,Shooting,0,0,0
Romania,2008,Swimming,0,0,0
Romania,2008,Table Tennis,0,0,0
Romania,2008,Tennis,0,0,0
Romania,2008,Weightlifting,0,0,0
Romania,2008,Wrestling,0,0,0
Romania,2012,Athletics,0,0,0
Romania,2012,Boxing,0,0,0
Romania,2012,Canoeing,0,0,0
Romania,2012,Cycling,0,0,0
Romania,2012,Fencing,0,4,0
Romania,2012,Gymnastics,1,1,5
Romania,2012,Judo,0,2,0
Romania,2012,Rowing,0,0,0
Romania,2012,Shooting,1,0,0
Romania,2012,Swimming,0,0,0
Romania,2012,Table Tennis,0,0,0
Romania,2012,Tennis,0,0,0
Romania,2012,Water Polo,0,0,0
Romania,2012,Weightlifting,0,1,1
Romania,2012,Wrestling,0,0,0
